Uniprot_ID,Query Cover,E value,Per_ident,Acc. Len,Accession  ,,Uniprot_ID,
A0A1I3SKF8,96%,0,37.96,1149,Query_54621,,A0A1I3SKF8,TRUE
A0A1I3T0Y8,99%,0,58.19,1239,Query_54622,,A0A1I3T0Y8,TRUE
A0A1I3UB57,99%,0,55.1,1246,Query_54623,,A0A1I3UB57,TRUE
A0A1I4AE42,99%,0,62.42,1260,Query_54624,,A0A1I4AE42,TRUE
A0A1I4BA95,99%,0,62.73,1236,Query_54625,,A0A1I4BA95,TRUE
A0A1I4BT26,99%,0,61.41,1266,Query_54626,,A0A1I4BT26,TRUE
A0A1I4QB06,98%,0,64.27,1236,Query_54627,,A0A1I4QB06,TRUE
A0A1I4RVC9,99%,0,63.78,1232,Query_54628,,A0A1I4RVC9,TRUE
A0A1I4UAD7,99%,0,64.67,1236,Query_54629,,A0A1I4UAD7,TRUE
A0A1I4VR25,99%,0,65,1233,Query_54630,,A0A1I4VR25,TRUE
A0A1I5EE53,99%,0,53.68,1232,Query_54631,,A0A1I5EE53,TRUE
A0A1I5IX17,99%,0,59.93,1232,Query_54632,,A0A1I5IX17,TRUE
A0A1I5JS25,99%,0,62.76,1267,Query_54633,,A0A1I5JS25,TRUE
A0A1I5PEG2,99%,0,58.17,1280,Query_54634,,A0A1I5PEG2,TRUE
A0A1I5ZHT6,96%,9.00E-171,32.82,1189,Query_54635,,A0A1I5ZHT6,TRUE
A0A1I6GUN7,99%,0,63.23,1232,Query_54636,,A0A1I6GUN7,TRUE
A0A1I6NTY8,96%,0,37.95,1153,Query_54637,,A0A1I6NTY8,TRUE
A0A1I6QT80,96%,4.00E-173,32.13,1171,Query_54638,,A0A1I6QT80,TRUE
A0A1I7DMM7,99%,0,62.67,1265,Query_54639,,A0A1I7DMM7,TRUE
A0A1I7HR94,96%,0,39.51,1144,Query_54640,,A0A1I7HR94,TRUE
A0A1I8JII1,99%,0,49.57,1184,Query_54641,,A0A1I8JII1,TRUE
A0A1I9ZBE6,96%,5.00E-172,31.23,1192,Query_54642,,A0A1I9ZBE6,TRUE
A0A1J0AAA1,95%,9.00E-175,30.98,1182,Query_54643,,A0A1J0AAA1,TRUE
A0A1J0LW26,97%,0,33,1184,Query_54644,,A0A1J0LW26,TRUE
A0A1J0PCR7,91%,7.00E-150,34.47,1232,Query_54645,,A0A1J0PCR7,TRUE
A0A1J0VR02,96%,1.00E-173,31.49,1198,Query_54646,,A0A1J0VR02,TRUE
A0A1J1C5P8,99%,0,59.12,1240,Query_54647,,A0A1J1C5P8,TRUE
A0A1J4NJS0,96%,2.00E-180,31.84,1171,Query_54648,,A0A1J4NJS0,TRUE
A0A1J4PWJ7,96%,0,32.54,1171,Query_54649,,A0A1J4PWJ7,TRUE
A0A1J4QDL2,99%,0,74.82,1226,Query_54650,,A0A1J4QDL2,TRUE
A0A1J4SV56,96%,0,34.45,1127,Query_54651,,A0A1J4SV56,TRUE
A0A1J4V8H4,99%,0,55.12,1249,Query_54652,,A0A1J4V8H4,TRUE
A0A1J4XAB1,96%,0,34.83,1157,Query_54653,,A0A1J4XAB1,TRUE
A0A1J4YV31,99%,0,64.66,1218,Query_54654,,A0A1J4YV31,TRUE
A0A1J4Z0C5,99%,0,63.88,1228,Query_54655,,A0A1J4Z0C5,TRUE
A0A1J5AYI0,99%,0,53.43,1218,Query_54656,,A0A1J5AYI0,TRUE
A0A1J5BWW5,99%,0,60.87,1222,Query_54657,,A0A1J5BWW5,TRUE
A0A1J5DJX5,98%,0,49.34,1216,Query_54658,,A0A1J5DJX5,TRUE
A0A1J5E018,96%,3.00E-161,31.49,1126,Query_54659,,A0A1J5E018,TRUE
A0A1J5IQE3,99%,0,65.34,1222,Query_54660,,A0A1J5IQE3,TRUE
A0A1J5KGI3,98%,0,54.92,1227,Query_54661,,A0A1J5KGI3,TRUE
A0A1J5UA71,99%,0,62.17,1217,Query_54662,,A0A1J5UA71,TRUE
A0A1J6HHB1,98%,0,62.17,1263,Query_54663,,A0A1J6HHB1,TRUE
A0A1J6WW52,96%,0,37.64,1149,Query_54664,,A0A1J6WW52,TRUE
A0A1J7BIC5,96%,7.00E-168,32.07,1170,Query_54665,,A0A1J7BIC5,TRUE
A0A1K1LN32,96%,0,38.65,1144,Query_54666,,A0A1K1LN32,TRUE
A0A1K1XLD8,99%,0,67.1,1236,Query_54667,,A0A1K1XLD8,TRUE
A0A1K2H3Q3,99%,0,64.57,1234,Query_54668,,A0A1K2H3Q3,TRUE
A0A1K2HUG3,98%,0,62.05,1251,Query_54669,,A0A1K2HUG3,TRUE
A0A1L3MGF4,99%,0,61.71,1243,Query_54670,,A0A1L3MGF4,TRUE
A0A1L3MUD4,96%,0,38.22,1141,Query_54671,,A0A1L3MUD4,TRUE
A0A1L3SW99,99%,0,61.22,1262,Query_54672,,A0A1L3SW99,TRUE
A0A1L4CZH7,96%,0,32.18,1172,Query_54673,,A0A1L4CZH7,TRUE
A0A1L6PR12,96%,1.00E-171,30.28,1171,Query_54674,,A0A1L6PR12,TRUE
A0A1L7CFW2,96%,4.00E-165,30.78,1230,Query_54675,,A0A1L7CFW2,TRUE
A0A1L7CY23,97%,1.00E-165,31.75,1209,Query_54676,,A0A1L7CY23,TRUE
A0A1L8CLS8,99%,0,63.1,1256,Query_54677,,A0A1L8CLS8,TRUE
A0A1L8I3W8,97%,0,39.98,1158,Query_54678,,A0A1L8I3W8,TRUE
A0A1L8ZH63,96%,0,36.72,1146,Query_54679,,A0A1L8ZH63,TRUE
A0A1M3D306,98%,0,52.87,1275,Query_54680,,A0A1M3D306,TRUE
A0A1M3KHN9,96%,0,33.64,1174,Query_54681,,A0A1M3KHN9,TRUE
A0A1M3KXP7,99%,0,60.13,1236,Query_54682,,A0A1M3KXP7,TRUE
A0A1M3MNY9,99%,0,61.85,1259,Query_54683,,A0A1M3MNY9,TRUE
A0A1M3N595,100%,0,55.82,1273,Query_54684,,A0A1M3N595,TRUE
A0A1M3QA38,96%,4.00E-172,31.47,1161,Query_54685,,A0A1M3QA38,TRUE
A0A1M4NCG2,96%,0,55.58,1185,Query_54686,,A0A1M4NCG2,TRUE
A0A1M4V770,96%,0,33.33,1156,Query_54687,,A0A1M4V770,TRUE
A0A1M4VHU3,98%,0,64.98,1237,Query_54688,,A0A1M4VHU3,TRUE
A0A1M4XI59,99%,0,66.78,1243,Query_54689,,A0A1M4XI59,TRUE
A0A1M4YFM0,96%,3.00E-176,32.19,1186,Query_54690,,A0A1M4YFM0,TRUE
A0A1M4Z6G4,96%,0,38.31,1149,Query_54691,,A0A1M4Z6G4,TRUE
A0A1M5BDR2,99%,0,57.14,1222,Query_54692,,A0A1M5BDR2,TRUE
A0A1M5HVS5,99%,0,58.16,1229,Query_54693,,A0A1M5HVS5,TRUE
A0A1M5I1D8,99%,0,62.41,1266,Query_54694,,A0A1M5I1D8,TRUE
A0A1M5L9J0,96%,0,42.82,1214,Query_54695,,A0A1M5L9J0,TRUE
A0A1M5LMG6,99%,0,62.82,1269,Query_54696,,A0A1M5LMG6,TRUE
A0A1M5R7A9,98%,0,59.31,1271,Query_54697,,A0A1M5R7A9,TRUE
A0A1M5RSZ2,99%,0,60.87,1258,Query_54698,,A0A1M5RSZ2,TRUE
A0A1M5VSH4,99%,0,65.76,1222,Query_54699,,A0A1M5VSH4,TRUE
A0A1M5YNA1,99%,0,72.39,1226,Query_54700,,A0A1M5YNA1,TRUE
A0A1M6AIA6,99%,0,53.32,1218,Query_54701,,A0A1M6AIA6,TRUE
A0A1M6AMR7,99%,0,58.51,1280,Query_54702,,A0A1M6AMR7,TRUE
A0A1M6AP12,96%,0,42.86,1217,Query_54703,,A0A1M6AP12,TRUE
A0A1M6CT89,99%,0,66.1,1237,Query_54704,,A0A1M6CT89,TRUE
A0A1M6IRJ5,96%,4.00E-166,31.64,1160,Query_54705,,A0A1M6IRJ5,TRUE
A0A1M6KHG8,99%,0,57.12,1218,Query_54706,,A0A1M6KHG8,TRUE
A0A1M6MJ89,96%,0,38.49,1152,Query_54707,,A0A1M6MJ89,TRUE
A0A1M6NDU7,99%,0,55.91,1204,Query_54708,,A0A1M6NDU7,TRUE
A0A1M6PBH6,99%,0,67.51,1233,Query_54709,,A0A1M6PBH6,TRUE
A0A1M6STB6,99%,0,63.17,1232,Query_54710,,A0A1M6STB6,TRUE
A0A1M6WHQ0,96%,0,32.09,1157,Query_54711,,A0A1M6WHQ0,TRUE
A0A1M7A5A5,96%,0,42.99,1216,Query_54712,,A0A1M7A5A5,TRUE
A0A1M7EGB3,99%,0,60.44,1249,Query_54713,,A0A1M7EGB3,TRUE
A0A1M7EPC2,99%,0,64.33,1227,Query_54714,,A0A1M7EPC2,TRUE
A0A1M7H7V1,98%,0,63.01,1242,Query_54715,,A0A1M7H7V1,TRUE
A0A1M7YSJ0,99%,0,72.94,1226,Query_54716,,A0A1M7YSJ0,TRUE
A0A1N6H633,99%,0,64.5,1234,Query_54717,,A0A1N6H633,TRUE
A0A1N6I9B5,100%,0,60.55,1250,Query_54718,,A0A1N6I9B5,TRUE
A0A1N6IBF3,99%,0,62.33,1236,Query_54719,,A0A1N6IBF3,TRUE
A0A1N6M0L1,99%,0,72.36,1224,Query_54720,,A0A1N6M0L1,TRUE
A0A1N6QQM3,99%,0,57.83,1235,Query_54721,,A0A1N6QQM3,TRUE
A0A1N6UVG0,99%,0,60.28,1235,Query_54722,,A0A1N6UVG0,TRUE
A0A1N7EM20,96%,1.00E-177,32.39,1197,Query_54723,,A0A1N7EM20,TRUE
A0A1N7NGF0,99%,0,69,1235,Query_54724,,A0A1N7NGF0,TRUE
A0A1N7NQI1,96%,3.00E-167,30.71,1174,Query_54725,,A0A1N7NQI1,TRUE
A0A1N7PEA3,96%,0,38.85,1158,Query_54726,,A0A1N7PEA3,TRUE
A0A1P8R356,99%,0,67.67,1233,Query_54727,,A0A1P8R356,TRUE
A0A1P8UDG7,100%,0,69.97,1230,Query_54728,,A0A1P8UDG7,TRUE
A0A1P8UXC6,98%,0,61.9,1256,Query_54729,,A0A1P8UXC6,TRUE
A0A1P8WBP9,99%,0,53.14,1249,Query_54730,,A0A1P8WBP9,TRUE
A0A1P8YMG7,96%,9.00E-178,32.52,1189,Query_54731,,A0A1P8YMG7,TRUE
A0A1Q2CIT5,96%,1.00E-168,32.06,1155,Query_54732,,A0A1Q2CIT5,TRUE
A0A1Q2CM37,96%,5.00E-151,31.18,1160,Query_54733,,A0A1Q2CM37,TRUE
A0A1Q2D1V4,99%,0,62.91,1251,Query_54734,,A0A1Q2D1V4,TRUE
A0A1Q2L5S3,96%,0,38.1,1146,Query_54735,,A0A1Q2L5S3,TRUE
A0A1Q2M5H6,99%,0,64.71,1231,Query_54736,,A0A1Q2M5H6,TRUE
A0A1Q3GW15,99%,0,58.87,1250,Query_54737,,A0A1Q3GW15,TRUE
A0A1Q3PTT0,99%,0,58.63,1226,Query_54738,,A0A1Q3PTT0,TRUE
A0A1Q3QDL1,99%,0,51.37,1228,Query_54739,,A0A1Q3QDL1,TRUE
A0A1Q3T6F8,95%,0,33.25,1168,Query_54740,,A0A1Q3T6F8,TRUE
A0A1Q3V6D0,96%,5.00E-168,32.4,1165,Query_54741,,A0A1Q3V6D0,TRUE
A0A1Q3VS34,99%,0,62.85,1237,Query_54742,,A0A1Q3VS34,TRUE
A0A1Q4A9E3,99%,0,62.03,1261,Query_54743,,A0A1Q4A9E3,TRUE
A0A1Q4G9J9,100%,0,65.91,1229,Query_54744,,A0A1Q4G9J9,TRUE
A0A1Q4GRK9,99%,0,67.8,1228,Query_54745,,A0A1Q4GRK9,TRUE
A0A1Q4YAU1,96%,0,31.66,1170,Query_54746,,A0A1Q4YAU1,TRUE
A0A1Q5AZK5,96%,6.00E-170,30.19,1171,Query_54747,,A0A1Q5AZK5,TRUE
A0A1Q5BXJ6,96%,3.00E-176,30.52,1170,Query_54748,,A0A1Q5BXJ6,TRUE
A0A1Q5DT02,96%,1.00E-178,31.16,1170,Query_54749,,A0A1Q5DT02,TRUE
A0A1Q5GUF8,96%,4.00E-172,30.6,1170,Query_54750,,A0A1Q5GUF8,TRUE
A0A1Q5HYX1,96%,8.00E-176,30.52,1170,Query_54751,,A0A1Q5HYX1,TRUE
A0A1Q5I8V6,95%,3.00E-175,31.84,1176,Query_54752,,A0A1Q5I8V6,TRUE
A0A1Q5K620,96%,0,32.54,1171,Query_54753,,A0A1Q5K620,TRUE
A0A1Q5LFJ9,96%,5.00E-177,32.54,1177,Query_54754,,A0A1Q5LFJ9,TRUE
A0A1Q6A4F3,99%,0,59.84,1224,Query_54755,,A0A1Q6A4F3,TRUE
A0A1Q6CMQ3,99%,0,68.89,1230,Query_54756,,A0A1Q6CMQ3,TRUE
A0A1Q6EGD6,99%,0,45.54,1230,Query_54757,,A0A1Q6EGD6,TRUE
A0A1Q6FYG0,98%,0,42.58,1177,Query_54758,,A0A1Q6FYG0,TRUE
A0A1Q6UJU6,98%,0,44.04,1227,Query_54759,,A0A1Q6UJU6,TRUE
A0A1Q7EK83,96%,0,36.15,1133,Query_54760,,A0A1Q7EK83,TRUE
A0A1Q7FRG7,97%,0,34.7,1190,Query_54761,,A0A1Q7FRG7,TRUE
A0A1Q7G1U2,99%,0,59.82,1225,Query_54762,,A0A1Q7G1U2,TRUE
A0A1Q7LCT0,97%,0,34.78,1186,Query_54763,,A0A1Q7LCT0,TRUE
A0A1Q7R9V0,96%,0,35.4,1192,Query_54764,,A0A1Q7R9V0,TRUE
A0A1Q7YAD9,96%,0,32.26,1174,Query_54765,,A0A1Q7YAD9,TRUE
A0A1Q8AH47,99%,0,55.1,1268,Query_54766,,A0A1Q8AH47,TRUE
A0A1Q8CST9,99%,0,55.22,1203,Query_54767,,A0A1Q8CST9,TRUE
A0A1Q8DYE2,99%,0,61.59,1270,Query_54768,,A0A1Q8DYE2,TRUE
A0A1Q8JJ16,99%,0,53.48,1241,Query_54769,,A0A1Q8JJ16,TRUE
A0A1Q8L0U7,99%,0,53.88,1240,Query_54770,,A0A1Q8L0U7,TRUE
A0A1Q8V486,96%,0,38.31,1148,Query_54771,,A0A1Q8V486,TRUE
A0A1Q8ZBU8,95%,0,31.52,1203,Query_54772,,A0A1Q8ZBU8,TRUE
A0A1Q9AVX5,99%,0,61.2,1260,Query_54773,,A0A1Q9AVX5,TRUE
A0A1Q9GYQ5,99%,0,74.49,1223,Query_54774,,A0A1Q9GYQ5,TRUE
A0A1Q9LJ02,99%,0,54.5,1213,Query_54775,,A0A1Q9LJ02,TRUE
A0A1Q9PVT1,96%,0,36.91,1150,Query_54776,,A0A1Q9PVT1,TRUE
A0A1Q9SZ17,86%,0,55.07,1236,Query_54777,,A0A1Q9SZ17,TRUE
A0A1Q9V5Z2,99%,0,61.74,1242,Query_54778,,A0A1Q9V5Z2,TRUE
A0A1Q9XYP7,99%,0,66.32,1238,Query_54779,,A0A1Q9XYP7,TRUE
A0A1R0H5C1,99%,0,52.14,1271,Query_54780,,A0A1R0H5C1,TRUE
A0A1R0UQ47,99%,0,63.19,1258,Query_54781,,A0A1R0UQ47,TRUE
A0A1R1CCS8,96%,0,37.98,1147,Query_54782,,A0A1R1CCS8,TRUE
A0A1R1IDL1,99%,0,61.73,1219,Query_54783,,A0A1R1IDL1,TRUE
A0A1R1IKC8,96%,2.00E-174,31.54,1154,Query_54784,,A0A1R1IKC8,TRUE
A0A1R1LZA3,98%,0,67.21,1218,Query_54785,,A0A1R1LZA3,TRUE
A0A1R1SFI3,96%,3.00E-178,31.48,1174,Query_54786,,A0A1R1SFI3,TRUE
A0A1R1YDK4,99%,0,51.71,1270,Query_54787,,A0A1R1YDK4,TRUE
A0A1R2CS79,98%,0,51.72,1216,Query_54788,,A0A1R2CS79,TRUE
A0A1R3SZJ7,98%,0,53.7,1232,Query_54789,,A0A1R3SZJ7,TRUE
A0A1R3TFH8,99%,0,61.48,1258,Query_54790,,A0A1R3TFH8,TRUE
A0A1R3VSV3,96%,1.00E-151,29.96,1243,Query_54791,,A0A1R3VSV3,TRUE
A0A1R3VZD7,99%,0,65.28,1255,Query_54792,,A0A1R3VZD7,TRUE
A0A1R4GZM1,99%,0,66.83,1226,Query_54793,,A0A1R4GZM1,TRUE
A0A1R4HNP0,99%,0,66.88,1231,Query_54794,,A0A1R4HNP0,TRUE
A0A1R4IQG5,96%,5.00E-176,31.84,1173,Query_54795,,A0A1R4IQG5,TRUE
A0A1S1NJV4,99%,0,62.78,1245,Query_54796,,A0A1S1NJV4,TRUE
A0A1S1QSY5,99%,0,54.16,1246,Query_54797,,A0A1S1QSY5,TRUE
A0A1S1VA26,99%,0,51.23,1202,Query_54798,,A0A1S1VA26,TRUE
A0A1S2DDQ0,99%,0,67.51,1248,Query_54799,,A0A1S2DDQ0,TRUE
A0A1S2KXI0,96%,0,38.62,1145,Query_54800,,A0A1S2KXI0,TRUE
A0A1S2LR18,96%,0,38.69,1145,Query_54801,,A0A1S2LR18,TRUE
A0A1S2N6G1,99%,0,61.64,1255,Query_54802,,A0A1S2N6G1,TRUE
A0A1S2PA52,96%,0,32.46,1171,Query_54803,,A0A1S2PA52,TRUE
A0A1S2QQ79,96%,0,37,1152,Query_54804,,A0A1S2QQ79,TRUE
A0A1S2VCV1,99%,0,60.3,1258,Query_54805,,A0A1S2VCV1,TRUE
A0A1S3HNR6,99%,0,55.32,1260,Query_54806,,A0A1S3HNR6,TRUE
A0A1S3QDX4,89%,0,54.26,1146,Query_54807,,A0A1S3QDX4,TRUE
A0A1S6JFE6,96%,2.00E-180,31.74,1170,Query_54808,,A0A1S6JFE6,TRUE
A0A1S7LLB8,99%,0,59.45,1223,Query_54809,,A0A1S7LLB8,TRUE
A0A1S8CYK1,99%,0,64.07,1230,Query_54810,,A0A1S8CYK1,TRUE
A0A1S8DI39,99%,0,66.77,1230,Query_54811,,A0A1S8DI39,TRUE
A0A1S8LF31,98%,0,52.51,1212,Query_54812,,A0A1S8LF31,TRUE
A0A1S8N1R6,98%,0,52.67,1213,Query_54813,,A0A1S8N1R6,TRUE
A0A1S8YSH5,100%,0,85.57,1227,Query_54814,,A0A1S8YSH5,TRUE
A0A1S9D2G1,99%,0,64.4,1235,Query_54815,,A0A1S9D2G1,TRUE
A0A1S9PID6,99%,0,60.03,1234,Query_54816,,A0A1S9PID6,TRUE
A0A1T0A2X7,99%,0,63.05,1255,Query_54817,,A0A1T0A2X7,TRUE
A0A1T0AT15,99%,0,64.07,1228,Query_54818,,A0A1T0AT15,TRUE
A0A1T2KYC8,99%,0,63.9,1231,Query_54819,,A0A1T2KYC8,TRUE
A0A1T2X4C3,96%,0,37.47,1145,Query_54820,,A0A1T2X4C3,TRUE
A0A1T4P195,99%,0,68.05,1232,Query_54821,,A0A1T4P195,TRUE
A0A1T4PWE7,98%,0,62.49,1272,Query_54822,,A0A1T4PWE7,TRUE
A0A1T4T6B6,97%,0,32.29,1155,Query_54823,,A0A1T4T6B6,TRUE
A0A1T4TVG1,99%,0,72.04,1224,Query_54824,,A0A1T4TVG1,TRUE
A0A1T4WTF1,99%,0,54.22,1268,Query_54825,,A0A1T4WTF1,TRUE
A0A1T4XAB6,98%,0,52.51,1215,Query_54826,,A0A1T4XAB6,TRUE
A0A1T4XT57,99%,0,64.38,1279,Query_54827,,A0A1T4XT57,TRUE
A0A1T5A597,99%,0,54.77,1244,Query_54828,,A0A1T5A597,TRUE
A0A1T5K0Z3,98%,0,41.88,1188,Query_54829,,A0A1T5K0Z3,TRUE
A0A1T5KHS7,98%,0,41.91,1209,Query_54830,,A0A1T5KHS7,TRUE
A0A1U7CWR6,99%,0,55.05,1239,Query_54831,,A0A1U7CWR6,TRUE
A0A1U7GQ94,99%,0,55.24,1237,Query_54832,,A0A1U7GQ94,TRUE
A0A1U7I8E8,96%,0,31.3,1185,Query_54833,,A0A1U7I8E8,TRUE
A0A1U7J0Z3,95%,2.00E-180,31.06,1219,Query_54834,,A0A1U7J0Z3,TRUE
A0A1U7JL16,99%,0,60.68,1248,Query_54835,,A0A1U7JL16,TRUE
A0A1U7P132,99%,0,57.57,1262,Query_54836,,A0A1U7P132,TRUE
A0A1U9JQ47,99%,0,64.58,1239,Query_54837,,A0A1U9JQ47,TRUE
A0A1U9JVD8,99%,0,61.27,1248,Query_54838,,A0A1U9JVD8,TRUE
A0A1U9KNX3,97%,2.00E-175,32.62,1168,Query_54839,,A0A1U9KNX3,TRUE
A0A1U9MJ12,99%,0,61.41,1267,Query_54840,,A0A1U9MJ12,TRUE
A0A1U9NV15,96%,1.00E-176,31.75,1170,Query_54841,,A0A1U9NV15,TRUE
A0A1U9R0R0,96%,2.00E-177,31.5,1171,Query_54842,,A0A1U9R0R0,TRUE
A0A1U9Z4N0,99%,0,62.74,1256,Query_54843,,A0A1U9Z4N0,TRUE
A0A1V0B6K6,99%,0,66.4,1236,Query_54844,,A0A1V0B6K6,TRUE
A0A1V0DHT7,99%,0,62.5,1238,Query_54845,,A0A1V0DHT7,TRUE
A0A1V0PUH7,99%,0,61.83,1241,Query_54846,,A0A1V0PUH7,TRUE
A0A1V0QTG6,96%,0,31.86,1159,Query_54847,,A0A1V0QTG6,TRUE
A0A1V0U6P4,96%,5.00E-175,30.71,1170,Query_54848,,A0A1V0U6P4,TRUE
A0A1V0V2Q9,95%,3.00E-171,30.69,1170,Query_54849,,A0A1V0V2Q9,TRUE
A0A1V1VZ77,99%,0,62.59,1247,Query_54850,,A0A1V1VZ77,TRUE
A0A1V2DUC4,99%,0,64.77,1232,Query_54851,,A0A1V2DUC4,TRUE
A0A1V2RT10,96%,0,32.15,1170,Query_54852,,A0A1V2RT10,TRUE
A0A1V3JTI4,99%,0,64.93,1225,Query_54853,,A0A1V3JTI4,TRUE
A0A1V3TWT4,99%,0,63.57,1229,Query_54854,,A0A1V3TWT4,TRUE
A0A1V4CWA9,96%,2.00E-178,31.23,1167,Query_54855,,A0A1V4CWA9,TRUE
A0A1V4IHN8,98%,0,53.95,1213,Query_54856,,A0A1V4IHN8,TRUE
A0A1V4R5A3,96%,1.00E-150,28.43,1148,Query_54857,,A0A1V4R5A3,TRUE
A0A1V5G6U1,98%,0,53.68,1231,Query_54858,,A0A1V5G6U1,TRUE
A0A1V5Q2W6,96%,3.00E-137,29.52,1122,Query_54859,,A0A1V5Q2W6,TRUE
A0A1V5QR13,99%,0,58.22,1219,Query_54860,,A0A1V5QR13,TRUE
A0A1V5RDL1,96%,1.00E-175,31.85,1153,Query_54861,,A0A1V5RDL1,TRUE
A0A1V5SNC9,96%,0,32.32,1165,Query_54862,,A0A1V5SNC9,TRUE
A0A1V5UFB2,96%,1.00E-165,31.05,1162,Query_54863,,A0A1V5UFB2,TRUE
A0A1V5VCH6,99%,0,49.92,1193,Query_54864,,A0A1V5VCH6,TRUE
A0A1V5XPY8,99%,0,56.44,1231,Query_54865,,A0A1V5XPY8,TRUE
A0A1V5Z135,96%,1.00E-118,25.83,1207,Query_54866,,A0A1V5Z135,TRUE
A0A1V6A5X7,96%,5.00E-144,29.59,1140,Query_54867,,A0A1V6A5X7,TRUE
A0A1V6B4T4,98%,0,59.59,1219,Query_54868,,A0A1V6B4T4,TRUE
A0A1V6B9M9,98%,0,54.16,1214,Query_54869,,A0A1V6B9M9,TRUE
A0A1V6BG21,99%,0,58.52,1236,Query_54870,,A0A1V6BG21,TRUE
A0A1V6BST8,96%,0,43.97,1181,Query_54871,,A0A1V6BST8,TRUE
A0A1V6CLN8,98%,0,57.04,1221,Query_54872,,A0A1V6CLN8,TRUE
A0A1V6DDT1,96%,0,32.89,1174,Query_54873,,A0A1V6DDT1,TRUE
A0A1V6DXH6,98%,0,57.21,1279,Query_54874,,A0A1V6DXH6,TRUE
A0A1V6EZB7,95%,4.00E-112,26.4,1220,Query_54875,,A0A1V6EZB7,TRUE
A0A1V6GG50,99%,0,60.05,1254,Query_54876,,A0A1V6GG50,TRUE
A0A1V6HNJ9,95%,0,45.14,1159,Query_54877,,A0A1V6HNJ9,TRUE
A0A1V6HWI0,96%,0,34.28,1181,Query_54878,,A0A1V6HWI0,TRUE
A0A1V6J6H2,96%,0,45.04,1182,Query_54879,,A0A1V6J6H2,TRUE
A0A1V6JBB1,98%,0,52.6,1237,Query_54880,,A0A1V6JBB1,TRUE
A0A1V6JGN2,99%,0,54.87,1223,Query_54881,,A0A1V6JGN2,TRUE
A0A1V6JVD5,99%,0,57.66,1258,Query_54882,,A0A1V6JVD5,TRUE
A0A1V8M520,99%,0,66.91,1221,Query_54883,,A0A1V8M520,TRUE
A0A1V9A7R1,96%,5.00E-171,30.67,1182,Query_54884,,A0A1V9A7R1,TRUE
A0A1W0BMV8,96%,3.00E-174,31.61,1198,Query_54885,,A0A1W0BMV8,TRUE
A0A1W1I8H8,98%,0,59.47,1225,Query_54886,,A0A1W1I8H8,TRUE
A0A1W1UVC9,98%,0,61.1,1237,Query_54887,,A0A1W1UVC9,TRUE
A0A1W1X6Y7,98%,0,53.38,1213,Query_54888,,A0A1W1X6Y7,TRUE
A0A1W1YFU4,99%,0,61.14,1262,Query_54889,,A0A1W1YFU4,TRUE
A0A1W2AI15,99%,0,61.68,1259,Query_54890,,A0A1W2AI15,TRUE
A0A1W2BVV4,99%,0,60.57,1219,Query_54891,,A0A1W2BVV4,TRUE
A0A1W5Z6N0,95%,7.00E-171,30.77,1170,Query_54892,,A0A1W5Z6N0,TRUE
A0A1W6A0I9,96%,0,38.21,1151,Query_54893,,A0A1W6A0I9,TRUE
A0A1W6B4Y0,100%,0,87.2,1227,Query_54894,,A0A1W6B4Y0,TRUE
A0A1W6CU25,98%,0,61.89,1242,Query_54895,,A0A1W6CU25,TRUE
A0A1W6ECN4,99%,0,60.43,1260,Query_54896,,A0A1W6ECN4,TRUE
A0A1W6MRZ6,99%,0,59.92,1238,Query_54897,,A0A1W6MRZ6,TRUE
A0A1W6SLK2,99%,0,63.94,1241,Query_54898,,A0A1W6SLK2,TRUE
A0A1W6ZKL1,99%,0,61.86,1252,Query_54899,,A0A1W6ZKL1,TRUE
A0A1W9GFU9,99%,0,59.25,1232,Query_54900,,A0A1W9GFU9,TRUE
A0A1W9GN07,98%,0,59.37,1213,Query_54901,,A0A1W9GN07,TRUE
A0A1W9I2B0,97%,0,35.5,1167,Query_54902,,A0A1W9I2B0,TRUE
A0A1W9J9W0,99%,0,58.38,1264,Query_54903,,A0A1W9J9W0,TRUE
A0A1W9KLB0,99%,0,62.18,1246,Query_54904,,A0A1W9KLB0,TRUE
A0A1W9LXJ4,99%,0,60.64,1222,Query_54905,,A0A1W9LXJ4,TRUE
A0A1W9M0J2,99%,0,60.31,1222,Query_54906,,A0A1W9M0J2,TRUE
A0A1W9N7X0,99%,0,51.09,1239,Query_54907,,A0A1W9N7X0,TRUE
A0A1W9QI04,99%,0,54.9,1225,Query_54908,,A0A1W9QI04,TRUE
A0A1W9RCI3,98%,0,58.27,1226,Query_54909,,A0A1W9RCI3,TRUE
A0A1W9RS53,96%,2.00E-176,30.55,1131,Query_54910,,A0A1W9RS53,TRUE
A0A1X0HD37,99%,0,63.37,1248,Query_54911,,A0A1X0HD37,TRUE
A0A1X1EPQ3,100%,0,86.8,1243,Query_54912,,A0A1X1EPQ3,TRUE
A0A1X1MXP2,99%,0,73.97,1222,Query_54913,,A0A1X1MXP2,TRUE
A0A1X1QJK0,99%,0,65.88,1237,Query_54914,,A0A1X1QJK0,TRUE
A0A1X1R530,99%,0,62.58,1239,Query_54915,,A0A1X1R530,TRUE
A0A1X2DJ34,99%,0,62.58,1246,Query_54916,,A0A1X2DJ34,TRUE
A0A1X2EG14,99%,0,62.26,1242,Query_54917,,A0A1X2EG14,TRUE
A0A1X2GQC3,99%,0,55.31,1248,Query_54918,,A0A1X2GQC3,TRUE
